Metric,Value
Avg. active res. (MW),0.000924755004234612
Avg. reactive res. (MVar),0.0004367422079667449
RMSE PG generators (MW),0.10347752499735767
Mean optimality gap (%),0.06015359237790108
Mean branch thermal violation from (MVA),0.0
Mean branch thermal violation to (MVA),0.0
Mean branch angle difference violation (radians),0.0
Mean Qg violation PV buses,0.00977626908570528
Mean Qg violation REF buses,0.005967199336737394
Mean Qg violation,0.009014456532895565
